,dim_PCA,dim_PCA_std,percent_NRM,percent_NRM_std,PRESS_PCA,PRESS_NRM,PRESS_PCA_std,PRESS_NRM_std,PRESS_diff,PRESS_diff_std,PRESS_pVal,PRESS_PCA_c1,PRESS_PCA_c2,PRESS_PCA_c3,PRESS_PCA_c4,PRESS_PCA_c5,PRESS_PCA_c6,PRESS_PCA_c7,PRESS_PCA_c8,PRESS_PCA_c9,PRESS_PCA_c10,PRESS_NRM_c1,PRESS_NRM_c2,PRESS_NRM_c3,PRESS_NRM_c4,PRESS_NRM_c5,PRESS_NRM_c6,PRESS_NRM_c7,PRESS_NRM_c8,PRESS_NRM_c9,PRESS_NRM_c10,cosine_PCA,cosine_NRM,cosine_diff,cosine_diff_std,cosine_pVal
80.0%,2.87,0.33630343441600447,83.79155078047343,0.9940039920189742,1781550128730.6013,1781546889337.8127,100639091852.0556,100644275839.77132,-3239392.7887182618,10217627.041932473,0.00015334083624479904,44910017296.19711,39952487692.633545,641141127708.4214,244883949032.0831,99934225763.66664,116227886505.91658,65207390785.39733,57267655106.60035,38680017284.199646,433345371555.48596,44910029474.14584,39952406523.38848,641134996376.0042,244881794408.054,99934635377.60168,116233277485.1268,65207429203.55473,57267669479.47662,38680014322.75132,433344636687.7097,0.9088666567338431,0.9088667034693647,4.6735521987972816e-08,5.871221047434817e-07,0.12515445955953292
80.5%,2.99,0.09949874371066199,84.19062742157662,0.3362767474545365,1817098368634.4421,1817097091880.8293,117327516857.02989,117335743329.24431,-1276753.6132666015,12877677.745993363,0.04882002072628644,45058324193.53585,40005085477.3454,676623956423.2054,242491676316.97647,99864782169.88481,116832512437.54906,65276972951.83301,57351471096.08064,40628103252.27769,432965484315.7543,45058336010.31104,40005005812.84634,676617134560.6173,242489355824.27158,99865262802.50844,116840483493.82059,65276977516.63655,57351514113.08696,40628133319.03323,432964888427.6976,0.9075718364171977,0.9075717334839162,-1.0293328106980581e-07,7.120881507702689e-07,0.4576765516449649
81.0%,3.0,0.0,84.2236417445916,0.22822456589655207,1820655043298.305,1820654596701.7932,120105831140.04826,120115307467.5802,-446596.5122680664,14513328.565622238,0.09608261214226986,45080143429.80785,40013147365.13625,680111736085.3645,242301280970.77347,99842825834.08098,116937997889.42189,65281864655.96006,57354357079.06564,40830652461.53872,432901037527.156,45080154151.60492,40013067128.05757,680105027755.934,242298941946.7419,99843310812.372,116946685409.42046,65281867390.04321,57354405934.92805,40830690828.40047,432900445344.291,0.9074435357066948,0.9074433925734589,-1.431332353796222e-07,7.752686440941708e-07,0.3055421446183436
81.5%,3.0,0.0,84.2236417445916,0.22822456589655207,1820655043298.305,1820654596701.7932,120105831140.04826,120115307467.5802,-446596.5122680664,14513328.565622238,0.09608261214226986,45080143429.80785,40013147365.13625,680111736085.3645,242301280970.77347,99842825834.08098,116937997889.42189,65281864655.96006,57354357079.06564,40830652461.53872,432901037527.156,45080154151.60492,40013067128.05757,680105027755.934,242298941946.7419,99843310812.372,116946685409.42046,65281867390.04321,57354405934.92805,40830690828.40047,432900445344.291,0.9074435357066948,0.9074433925734589,-1.431332353796222e-07,7.752686440941708e-07,0.3055421446183436
82.0%,3.0,0.0,84.2236417445916,0.22822456589655207,1820655043298.305,1820654596701.7932,120105831140.04826,120115307467.5802,-446596.5122680664,14513328.565622238,0.09608261214226986,45080143429.80785,40013147365.13625,680111736085.3645,242301280970.77347,99842825834.08098,116937997889.42189,65281864655.96006,57354357079.06564,40830652461.53872,432901037527.156,45080154151.60492,40013067128.05757,680105027755.934,242298941946.7419,99843310812.372,116946685409.42046,65281867390.04321,57354405934.92805,40830690828.40047,432900445344.291,0.9074435357066948,0.9074433925734589,-1.431332353796222e-07,7.752686440941708e-07,0.3055421446183436
82.5%,3.0,0.0,84.2236417445916,0.22822456589655207,1820655043298.305,1820654596701.7932,120105831140.04826,120115307467.5802,-446596.5122680664,14513328.565622238,0.09608261214226986,45080143429.80785,40013147365.13625,680111736085.3645,242301280970.77347,99842825834.08098,116937997889.42189,65281864655.96006,57354357079.06564,40830652461.53872,432901037527.156,45080154151.60492,40013067128.05757,680105027755.934,242298941946.7419,99843310812.372,116946685409.42046,65281867390.04321,57354405934.92805,40830690828.40047,432900445344.291,0.9074435357066948,0.9074433925734589,-1.431332353796222e-07,7.752686440941708e-07,0.3055421446183436
83.0%,3.26,0.43863424398922635,85.01866851008977,1.1804351780559161,2804578189791.9805,2804567601824.7954,1636229595458.791,1636210109045.2666,-10587967.187226562,45175017.090429366,0.021240745629242976,63102261598.6561,41908354207.17336,1588911890060.1084,292304924714.32465,99990255777.52113,113118856408.88791,65738695790.268906,59916154221.38964,44857007574.76995,434729789438.8812,63103421339.84646,41907526413.401955,1588896862228.7822,292298555424.1111,99990676075.2092,113128908290.08092,65738660628.13926,59916594397.23434,44857062204.18342,434729334823.8068,0.8856797498750879,0.885679734128408,-1.5746679783434913e-08,1.636613507528726e-06,0.3055421446183436
83.5%,3.92,0.27129319932501095,86.9244114711974,0.6804806757974248,5249283004935.013,5249257895882.751,1128475905380.3188,1128452733512.9663,-25109052.262717284,73961146.72248946,0.00016429462809814895,112756075610.74036,49299270044.74809,3825113522365.3037,428222246347.60266,100011855334.5449,103250729353.22733,67281199144.93555,66011165312.748886,51729839734.35216,445607101686.80914,112763002435.97404,49297309867.50791,3825080814429.37,428217672266.82166,100012199756.66219,103254864948.27795,67281181241.99234,66012815761.31424,51729857640.027336,445608177534.803,0.829908022193464,0.8299072374701311,-7.847233329449921e-07,4.044495930687743e-06,0.1285764395425518
84.0%,4.0,0.0,87.14290624050905,0.1545615659328424,5538802807118.633,5538774156970.104,595633188169.9849,595605798418.0306,-28650148.530239258,74766137.67920455,2.7733863482427985e-05,119392535825.77701,50077958015.11534,4087201902963.0264,445939801823.77795,99917400556.21918,102467357946.75766,67479287139.740295,66971005991.37597,52136044949.51845,447219511907.32477,119400472452.58359,50075976392.02408,4087167559340.6646,445934833036.12024,99917734916.42615,102470244905.46736,67479274112.94194,66972944192.773026,52136040808.27005,447219076812.8312,0.8233375112165072,0.8233367597064779,-7.515100289978704e-07,4.141838190928805e-06,0.170097181820957
84.5%,4.0,0.0,87.14290624050905,0.1545615659328424,5538802807118.633,5538774156970.104,595633188169.9849,595605798418.0306,-28650148.530239258,74766137.67920455,2.7733863482427985e-05,119392535825.77701,50077958015.11534,4087201902963.0264,445939801823.77795,99917400556.21918,102467357946.75766,67479287139.740295,66971005991.37597,52136044949.51845,447219511907.32477,119400472452.58359,50075976392.02408,4087167559340.6646,445934833036.12024,99917734916.42615,102470244905.46736,67479274112.94194,66972944192.773026,52136040808.27005,447219076812.8312,0.8233375112165072,0.8233367597064779,-7.515100289978704e-07,4.141838190928805e-06,0.170097181820957
85.0%,4.0,0.0,87.14290624050905,0.1545615659328424,5538802807118.633,5538774156970.104,595633188169.9849,595605798418.0306,-28650148.530239258,74766137.67920455,2.7733863482427985e-05,119392535825.77701,50077958015.11534,4087201902963.0264,445939801823.77795,99917400556.21918,102467357946.75766,67479287139.740295,66971005991.37597,52136044949.51845,447219511907.32477,119400472452.58359,50075976392.02408,4087167559340.6646,445934833036.12024,99917734916.42615,102470244905.46736,67479274112.94194,66972944192.773026,52136040808.27005,447219076812.8312,0.8233375112165072,0.8233367597064779,-7.515100289978704e-07,4.141838190928805e-06,0.170097181820957
85.5%,4.0,0.0,87.14290624050905,0.1545615659328424,5538802807118.633,5538774156970.104,595633188169.9849,595605798418.0306,-28650148.530239258,74766137.67920455,2.7733863482427985e-05,119392535825.77701,50077958015.11534,4087201902963.0264,445939801823.77795,99917400556.21918,102467357946.75766,67479287139.740295,66971005991.37597,52136044949.51845,447219511907.32477,119400472452.58359,50075976392.02408,4087167559340.6646,445934833036.12024,99917734916.42615,102470244905.46736,67479274112.94194,66972944192.773026,52136040808.27005,447219076812.8312,0.8233375112165072,0.8233367597064779,-7.515100289978704e-07,4.141838190928805e-06,0.170097181820957
86.0%,4.34,0.47370877129308087,87.72763649075064,0.7037939550797874,5834150081315.209,5835546287519.871,808421321668.9258,809752171378.033,1396206204.662661,13916586376.946846,0.19607673207783693,132182869004.90985,51563891748.027336,4306465639358.1074,446353136614.2421,102562876749.93745,100386497163.91963,67484475679.54462,64832412311.84212,49461299700.70366,512856982983.9744,132192793827.4185,51555217122.53063,4306442546470.5,446328532819.06213,102563292371.17572,100384352924.54742,67484631584.14157,64836933996.72439,49461313298.030174,514296673105.7418,0.8151947220054433,0.8151159902630637,-7.87317423791889e-05,0.0007669561684356638,0.08621255219588186
86.5%,4.99,0.09949874371066199,88.82349258452567,0.17378066329517827,6200596730047.374,6201984808071.503,874208858614.2437,874918219948.45,1388078024.1327832,13919827922.868198,0.511360943044574,157665246849.91028,55272603259.945244,4520333335645.251,445593453513.90594,107224964516.67813,97131261234.9778,67458366217.217285,61750411210.52731,43622925759.1279,644544161839.8337,157680752310.19257,55245998174.49763,4520328734232.285,445533974395.94617,107225605259.18127,97124860374.34814,67458789238.7868,61760604309.19571,43622962240.34365,646002527536.73,0.8020807320803326,0.8020036420805444,-7.70899997881691e-05,0.0007672386669729285,0.9780556767995897
87.0%,5.0,0.0,88.83988599934929,0.1394394025333768,6202537067846.09,6203924710959.602,872562693144.249,873270459541.2808,1387643113.5144532,13919874352.936234,0.49383206015649095,158044248275.26413,55405505734.02623,4518917258859.219,445504810268.29987,107235889268.49959,97092697603.1195,67457913862.07166,61673268014.64994,43481281754.76301,647724194206.1781,158059885526.41632,55378823996.09958,4518911928469.673,445445621341.3971,107236533274.60986,97086279254.10367,67458342012.11652,61683525580.36729,43481317158.42293,649182454346.3992,0.8019302575476023,0.8018531318374097,-7.71257101926981e-05,0.0007672351349295417,0.9533889759974613
87.5%,5.04,0.19595917942265415,88.89729330823586,0.2514498166075392,6228417097484.798,6229805010027.519,875340105522.8636,876007000698.1185,1387912542.7254784,13919821968.072731,0.4745030356140598,158739879260.8453,66982173235.31174,4521318636954.821,462040883279.07196,106368075654.97707,98426729542.42639,65965094067.246,60487170421.643265,43426150203.15112,644662304865.3037,158756058752.0245,66960522775.302635,4521313702512.99,461979190347.26904,106368708199.46938,98420675890.00685,65965502626.1266,60496839767.88089,43426176535.41247,646117632621.0408,0.8012035595270727,0.8011266839117579,-7.687561531473986e-05,0.0007672646078138663,0.9314997084840357
88.0%,5.94,0.2374868417407581,90.14419967836795,0.2759594955045691,7825651142245.492,7824016681273.875,5277362524462.645,5276408144994.363,-1634460971.6147559,15460989117.253561,0.09005756221599329,215528676434.60535,1001387324828.4359,4592114223574.181,1124303053832.91,93929130859.02762,134465181208.19348,35441632642.56813,36431222639.0153,44646143949.00412,547404552277.55054,215577917869.0893,999757624946.4594,4592100385472.518,1124229472032.9253,93929163456.02184,134465520575.6172,35441669709.5431,36430377775.27646,44646086493.684395,547438462942.7406,0.7833539913057977,0.7834610692414493,0.00010707793565199575,0.0011902967923312744,0.0024523136768039027
88.5%,6.0,0.0,90.22484655478789,0.11596935216586053,7873723292504.707,7872116270924.254,5264281925605.128,5263333298593.945,-1607021580.4533496,15464927187.747417,0.04077572901549266,217817499235.88486,1012208760682.8131,4594874512320.539,1163376327497.013,92946715402.25728,137773454198.60907,33447501235.86714,34732823504.88762,44597212549.830505,541948485877.00397,217867888013.54626,1010615865907.8242,4594859130196.129,1163300776488.0127,92946719544.00224,137774104520.38654,33447518831.550262,34731169010.945984,44597150898.55318,541975947513.3022,0.7828679099334253,0.7829729962458488,0.00010508631242389654,0.001190540088016833,0.0007343172138437582
89.0%,6.12,0.3249615361854386,90.32666221627844,0.22793106064875818,15805075580687.268,15823369154311.68,24331576107420.605,24392497232920.258,18293573624.40824,84313248571.81552,0.003176888643056145,225146261385.40634,979439030253.7382,11531646499639.822,1857206993338.8423,124929074038.60754,269460717734.6074,32634427641.26106,34299432497.66964,138986037397.26266,611327106760.0482,225208660001.57983,977754482641.4431,11546329738970.332,1862327959334.1838,124920181694.36838,269479394279.31384,32634332740.91731,34297023035.494648,138934900579.77844,611482481034.2588,0.7716639896086872,0.7717683882529174,0.00010439864423045675,0.0011905560615482632,0.00037765161765309854
89.5%,6.99,0.09949874371066199,91.07479372818679,0.119768454765237,1.4226781884210404e+16,1.4260769595270126e+16,1.382429522932149e+17,1.3855251230485925e+17,33987711059736.93,309977013389730.1,2.0177434491871465e-11,271315572991.72815,300628352865.4136,1.420665874746026e+16,12490403540003.365,348413508343.04266,3775304609030.3857,26368495766.765312,30625338152.01125,747979181742.4047,2132098151246.4282,271495014607.14496,303569318097.9408,1.4240510075787628e+16,12602035208747.662,348366837088.6834,3785653717306.4683,26368041561.813618,30612211926.735737,747862144592.8849,2143556988578.936,0.6843714062406735,0.6843145584190988,-5.68478215745305e-05,9.746112189342726e-05,3.09982469603015e-08
90.0%,7.49,0.49989998999799995,91.32547497105348,0.17677367537941632,243335020341737.75,245687709758454.53,1240608273000425.0,1259228586451319.2,2352689416716.6577,18753963764840.344,1.0830257352493165e-07,180959318293.17664,145433967645.5868,233001686457960.72,6498409827409.763,230175928758.8142,1237792762831.0278,26779040555.87237,43326559601.17548,409275069689.8093,1561181408991.8872,181352362678.96136,145526306244.89008,235346150088071.6,6497289171303.834,230486863532.2743,1236628299352.1018,26781976097.902435,43319127406.476715,409718289093.10175,1570457274673.2366,0.7767106560719238,0.7766030804565368,-0.00010757561538663695,0.0002853035683339091,1.261536337135473e-05
90.5%,8.49,0.49989998999799995,91.76669635903481,0.13526223324857437,2916583092375.991,2925172977347.841,331578160451.8611,335110008652.3374,8589884971.84852,14052273680.380287,1.9707786938896796e-11,72534387912.31923,57607756736.73688,1537473163841.1829,576955625434.1791,107172720802.99858,101450500299.3022,27101116125.334843,57452148130.30165,95903862136.67374,282931810956.9631,72930591182.4282,57368858793.431816,1542098855530.4607,580070962337.5197,107791083072.03398,101909403637.61705,27103314069.00384,57411293962.78129,96723441834.08159,281765172928.4827,0.8770452696399796,0.8769697629345136,-7.550670546561777e-05,0.0003866051135725682,0.007320678801450492
91.0%,9.84,0.4409081537009725,92.2392387179394,0.0882213363521834,2428212347244.785,2432689306470.2476,309283010934.27124,317559428343.95087,4476959225.461909,26037586738.789852,0.9151157833041156,61815859913.79214,79209613547.97351,1215917612834.3154,401950061332.44666,91076808255.11655,100399925181.5834,27497441899.864315,49257238471.64775,79144776785.51373,321943009022.53046,62084695508.539314,79073090204.47845,1216988130295.1377,405240910957.28467,91699696087.22781,100900784443.21016,27502215125.014854,49286155905.48236,79543755275.02245,320369872668.8487,0.8852836772823548,0.8853338316793437,5.0154396988260076e-05,0.0008424601947656166,0.00206487521136988
91.5%,11.22,0.48124837662063896,92.64172609214528,0.07554529795998967,1952625407139.7712,1951308336722.2268,170117653963.494,171657070054.38614,-1317070417.5443017,3266363030.792411,0.00011123624528893801,61952501516.5964,75291752019.61652,950287567895.5625,302387502229.70044,69823708733.9936,74308617190.0442,26766572664.886925,38065590513.21423,66814474924.35938,286927119451.7967,62056920234.36459,74825036409.12305,950205268117.5978,301818691656.5684,69892500759.40494,74674811922.46255,26768878591.04389,38062554084.21287,66749966316.57421,286253708630.8745,0.8988622682465374,0.8990369979783401,0.00017472973180230223,0.00016673965148352756,3.9197457473169017e-13
92.0%,13.15,0.45552167895721535,93.10244136257803,0.05894431278278876,2133754110616.4363,2138154855600.9133,174988519355.31967,175843778137.2446,4400744984.478345,5100295061.057554,6.45706688194492e-15,62229512267.47823,87078183680.87167,1077881727956.2688,306253689347.9617,75232590017.47331,58872202032.0009,27119288569.315273,42178774076.07234,72518606947.20311,324389535721.78986,62300691552.66776,87028068088.75658,1080773747629.8961,307833215752.8974,75277502101.49167,58875800718.0504,27120750812.585217,42229710842.51875,72612895414.34772,324102472687.7022,0.8918742558743138,0.8917475208861512,-0.0001267349881628177,0.00022953422689467228,1.6707070853416725e-11
92.5%,15.86,0.7351190379795637,93.54566483695467,0.03740607011895308,2049830227367.3135,2056583336871.883,172428504715.04855,175735215822.537,6753109504.569616,7857882919.302965,3.8833751486923826e-11,64110666509.50021,87245850243.44199,1054035279538.896,257842107583.83368,84740420316.08388,62175606738.36922,26755210705.680748,55945911462.38906,63817547133.61539,293161627135.50446,65073507165.70601,88493013830.65002,1059213553792.9839,258522730050.15314,84773864075.70737,62106515717.22904,26643118702.48391,55682374037.82551,64048587215.075745,292026072284.06964,0.8976102923955065,0.8972513792814325,-0.0003589131140734547,0.0003735384227702012,6.66687486184253e-13
93.0%,19.56,0.8404760555780281,93.99161076280188,0.032304041518020965,2229298063812.28,2249130125838.408,181739354262.5501,188111122626.73804,19832062026.129333,9369327712.425081,3.536288390303153e-17,59851247724.695274,73757230809.967,1218497350432.7437,283115861038.238,93246786364.85982,66696313791.20179,30181487403.096,69602186578.11383,70066613318.18706,264282986351.17603,61306304949.5184,75670287957.14528,1232825056686.651,284287876317.22095,94483200300.71263,66824467421.28704,30313433912.372494,70202090026.1148,70926132731.28537,262291275536.0992,0.8994550367761501,0.8987568952395695,-0.0006981415365808952,0.00039588668517874775,3.2378376991430734e-17
93.5%,24.02,0.871550342780037,94.42062103389976,0.02509212541471632,2309779228695.9404,2333584731664.2197,213270281413.7066,219173241824.28757,23805502968.28055,12440669903.711523,3.0528209793531665e-17,58957297293.19412,59217196222.21226,1282703789865.5393,273516786819.8901,98442225850.61763,66369593795.85683,34353920093.697357,88529170321.81117,76638466598.3926,271050781834.7279,59850424779.72771,61418457905.98751,1302001425900.2039,275383363762.16974,100344224082.49396,66426127139.71332,34601660100.132225,89555130760.43427,77557913559.25957,266446003674.0982,0.8995543144615489,0.8989422786543024,-0.0006120358072467569,0.0007008489839403888,5.731195668507818e-13
94.0%,29.49,1.014839888849468,94.86088513625654,0.02142980323753724,1946397207695.335,1962331545165.606,162903125865.34586,167678536805.61636,15934337470.269312,9429245984.425697,3.896559845095909e-18,29370787789.948475,40235304597.12894,1082106390518.4197,197328058949.2821,75171179516.34268,67127329431.743164,34270009448.514347,86379727664.857,65721838104.32264,268686581674.7766,29513926338.762363,41860670101.63306,1095332320034.7642,196925558955.88556,77013725255.2914,67227488245.903,34432838846.62778,87328924649.56886,66983478650.78811,265712614086.38086,0.9149901843692377,0.9147467611095941,-0.0002434232596440622,0.0003625832364554726,6.604299422380144e-11
94.5%,35.6,1.0392304845413256,95.2934191569631,0.01808554885999598,1831392877751.5376,1839283417067.3728,129397721425.94827,136670007732.83492,7890539315.836247,21226070381.58236,5.051315799672732e-15,26021858860.406113,35556389448.76022,1003171113444.1971,188030164572.71823,62336347154.39584,65333130837.643036,32927745229.950367,78954321769.15149,58626153403.277565,280435653031.0372,26209170932.654892,37287175131.67558,1009585275422.0778,187632669459.42004,62811829233.153244,65424033046.91123,33124059977.383377,79794687821.60634,59433263171.33125,277981252871.15985,0.9176017628021402,0.9173943665752954,-0.00020739622684504467,0.0005450053985765304,2.1780705099798338e-13
95.0%,42.42,1.011731189595339,95.7265081588658,0.017194636758869737,1732449291865.3584,1737448426860.19,109814999023.22392,114084908534.92218,4999134994.830608,14847928672.402342,4.897915405946526e-07,26305036651.23467,29995183092.289085,927135017323.4823,186518909262.4882,61850890457.38605,62853645147.69933,31191082159.508255,68066000554.52195,49901842055.73902,288631685161.0097,26484044137.12163,31298282724.99541,931236133963.3586,186179155922.47415,62367161686.12521,62913014361.21314,31366260531.026634,68611899576.596375,50391525976.72832,286600947980.5493,0.919546168721362,0.9193767881614038,-0.00016938055995864177,0.0007182504272172854,2.060045950719975e-09
95.5%,49.97,0.9945350672550471,96.15519982912346,0.016420320249741396,1703517135442.7397,1707935412258.4695,102897969778.51735,108349021074.98717,4418276815.728686,16660238501.43837,2.275203620036337e-05,24487726791.247345,27709247287.046642,905844424973.1569,191708420613.45718,56602944256.39031,62177992708.079315,30420879874.440968,61705110162.28449,45471291560.27037,297389097216.3653,25205557877.459312,29265946945.7022,907323046337.7095,192221464871.6109,57163154022.86499,62219851182.24837,30601635288.220837,62510420276.39035,45744072301.45648,295680263154.80493,0.9204789822450357,0.9200714465523134,-0.0004075356927225271,0.001112189339253655,2.0450905226320243e-12
96.0%,58.5,1.02469507659596,96.58366966660587,0.013200234675852527,1669852023467.306,1672268436311.1755,96070603138.0341,101553757281.30788,2416412843.8685107,11016514756.586372,1.261536337135473e-05,23528645220.701096,27068945265.8866,881494145329.0322,194393524466.2291,52394824921.086914,60822769963.5344,29723710413.573975,55754255156.60236,43193251040.1587,301477951690.50073,23727091788.473515,28350362213.77184,881933448297.6586,194322540278.18008,52880782130.50156,60861296567.68453,29904587879.08761,56878971055.4992,43696069698.40063,299713286401.9178,0.9212679098600677,0.9211214017564722,-0.00014650810359538634,0.0004470173184950066,3.4976276429673725e-10
96.5%,68.23,1.0183810681665295,97.01166634154247,0.012314840142931782,1593763622624.1118,1593939726017.206,93142839575.4307,94788856385.24326,176103393.09485596,4728980546.377468,0.36402735891799287,22359382706.240376,26437221616.68877,832757795893.1156,192891198822.55035,50681627115.7053,58851541964.588905,27894423459.078995,48001392853.681755,38597358858.6376,295291679333.82465,22553881877.35588,27185948610.833076,832171424926.4083,192627952740.9047,51014980917.42162,58884002823.19131,28065676523.84214,48814907778.47946,39144162170.86033,293476787647.91016,0.9237915464469151,0.9237378970714083,-5.364937550621285e-05,0.00028603718250606717,7.789675866010682e-09
97.0%,79.37,0.9965440281292135,97.43877701980489,0.010166313834340763,1546560742700.0112,1545585117282.5923,73305948309.0051,74565681319.72227,-975625417.418833,3091837614.008188,0.0033955941508962877,21721381353.603195,24088208235.747013,796922413183.5571,193701563023.47778,49491546764.481476,57926125950.440094,26717724669.312046,48177845722.346405,36261928221.3895,291552005575.65686,21889052973.38888,24628588555.0091,795734993463.907,193522111807.1701,49732459075.352844,57952260938.317276,26872880969.00452,48888755161.19026,36561617977.99162,289802396361.2608,0.925434400221151,0.925419932368661,-1.4467852490203104e-05,0.00027331789403345363,2.2406356918037286e-05
97.5%,92.22,0.9547774609824015,97.8641374490759,0.008910682425859223,1485333155463.096,1483663012288.5283,68944611741.32285,70548669442.66043,-1670143174.5670166,7230300243.436811,1.8753537947775016e-10,21564370629.654667,21232115119.709084,754329266913.6403,193391227653.11133,48039413334.767586,56518663192.29355,25492826086.77811,42183249937.48956,34282751371.65067,288299271224.00055,21722275084.09962,21749756007.03771,752874314006.2338,193291535274.65512,48181033950.31748,56532124530.77027,25620154796.529922,42711512624.79931,34455328763.223495,286524977250.86176,0.9274269110441261,0.9274217412106073,-5.169833518118283e-06,0.0001752877864511163,0.6229452589763704
98.0%,107.51,0.9538867857350798,98.2884809577303,0.006719067611760803,1464449779712.2117,1461328473167.122,74766072433.62494,75917226180.84558,-3121306545.0899754,2095258891.9465618,4.095126545597987e-17,20992426150.718693,21395577125.156197,734591030904.9688,192297212011.4071,48294470233.09374,55238124201.57736,24488458875.696285,41777986403.02808,34120011542.75047,291254482263.81494,21115211647.0455,21838464273.767033,731826063911.4185,192167664684.8941,48404555972.06728,55240244446.977516,24597364236.130196,42106186412.97768,34366879765.1579,289665837816.68634,0.9279004431264611,0.9279368603047167,3.6417178255818696e-05,7.971588649094236e-05,1.1632821704386496e-06
98.5%,126.42,0.9293008124391152,98.71489875597635,0.005445891132894241,1462947196554.6787,1459304565628.789,69313619459.03114,70176457079.66202,-3642630925.8897314,1859572011.753547,5.486894326681338e-17,20384470796.872765,21222090406.601517,727361838148.6798,196584649641.97067,47883115112.624176,55126112536.09442,24408546040.15077,45833135383.176834,31581311029.990116,292561927458.51715,20477724874.557198,21593514647.438385,724225083386.8265,196421507776.67776,47968489074.626686,55117441664.02302,24517961708.71115,46026038037.44768,31807430134.064365,291149374324.4158,0.9277094295170041,0.9277612946947038,5.1865177699722544e-05,7.847158862760304e-05,9.964477157927917e-11
99.0%,151.36,0.877724330299668,99.14262593102576,0.0041329218438876944,1471604503023.3494,1468633905370.9656,68290096034.53485,69106065604.85318,-2970597652.382915,5661279774.241061,5.782369267221539e-16,20561059977.31919,19164224399.013588,728616829886.3533,203612010150.17004,47184289927.438194,54390058595.8135,24182102959.217754,48845182903.881744,27453087713.656578,297595656510.4851,20645514627.36197,19179107561.483536,726148590756.0688,203804784303.95944,47245670575.63532,54375946702.819466,24265246375.8459,48980387859.0519,27604104917.31866,296384551691.4207,0.9275574541499602,0.9276258874301423,6.843328018174888e-05,0.0003072508366336071,1.5935238620875786e-11
99.5%,189.41,0.7084490101623397,99.57118906912177,0.002476804124662844,1499315552965.9766,1497198976556.103,74212856328.16998,74384999057.27402,-2116576409.87479,4761997560.146573,3.6981696794020436e-14,19730542160.960724,20312719393.037243,751493565099.047,211788184033.8242,45023630103.85662,54838806029.285774,24434511743.338676,41357930605.037125,27377355405.22875,302958308392.36096,19802729255.18318,20543277340.808937,749761583599.4133,211908942252.93204,45053614878.59343,54823816012.20613,24477576689.20753,41372737438.134285,27511414158.79907,301943284930.82446,0.9269140175977078,0.9269450545910122,3.1036993304810466e-05,0.0002733714680639533,0.0003631038092630923
